series_key,brand,series,body_type,energy_type,vehicle_categories,energy_subtypes,manufacturer_attributes,taxonomy_source,taxonomy_confidence
速迈,起亚,速迈,,燃油车,,燃油,,internal_90d,0.88
速锐,比亚迪,速锐,,燃油车,,燃油,,internal_90d,0.88
逸动,长安,逸动,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
逸动dt,长安,逸动DT,,燃油车,,燃油,,internal_90d,0.88
逸动et,长安,逸动ET,,新能源,,新能源,,internal_90d,0.88
逸动ev,长安,逸动EV,,新能源,,新能源,,internal_90d,0.88
逸动phev,长安,逸动PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
逸动xt,长安,逸动XT,,燃油车,,燃油,,internal_90d,0.88
逸致,丰田,逸致,,燃油车,,燃油,,internal_90d,0.88
逸行,现代,逸行,,燃油车,,燃油,,internal_90d,0.88
逸达,长安,逸达,,燃油车,,燃油,,internal_90d,0.88
郑州日产z9,东风,郑州日产Z9,,燃油车,,燃油,,internal_90d,0.88
都灵,依维柯,都灵,,燃油车,,燃油,,internal_90d,0.88
酷威,道奇,酷威,,燃油车,,燃油,,internal_90d,0.88
酷搏,道奇,酷搏,,燃油车,,燃油,,internal_90d,0.88
酷派,现代,酷派,,燃油车,,燃油,,internal_90d,0.88
酷熊,长城,酷熊,,燃油车,,燃油,,internal_90d,0.88
重卡系列,阿娜亚,重卡系列,,燃油车,,燃油,,internal_90d,0.88
野马ec70,野马汽车,野马EC70,,新能源,,新能源,,internal_90d,0.88
野马f10,野马汽车,野马F10,,燃油车,,燃油,,internal_90d,0.88
野马f12,野马汽车,野马F12,,燃油车,,燃油,,internal_90d,0.88
野马f16,野马汽车,野马F16,,燃油车,,燃油,,internal_90d,0.88
野马f99,野马汽车,野马F99,,燃油车,,燃油,,internal_90d,0.88
野马t70,野马汽车,野马T70,,燃油车,,燃油,,internal_90d,0.88
野马t80,野马汽车,野马T80,,燃油车,,燃油,,internal_90d,0.88
金冠vclass,金冠汽车,金冠V-Class,,燃油车,,燃油,,internal_90d,0.88
金刚,吉利汽车,金刚,,燃油车,,燃油,,internal_90d,0.88
金刚炮,长城,金刚炮,其他,燃油车,皮卡,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
金刚财富,吉利汽车,金刚财富,,燃油车,,燃油,,internal_90d,0.88
金卡s3,金杯,金卡S3,,燃油车,,燃油,,internal_90d,0.88
金威,金龙,金威,,燃油车,,燃油,,internal_90d,0.88
金旅大海狮,金旅,金旅大海狮,,燃油车,,燃油,,internal_90d,0.88
金旅海狮,金旅,金旅海狮,,燃油车,,燃油,,internal_90d,0.88
金旅海狮ev,金旅,金旅海狮EV,,新能源,,新能源,,internal_90d,0.88
金杯f50,金杯,金杯F50,,燃油车,,燃油,,internal_90d,0.88
金杯s50,金杯,金杯S50,,燃油车,,燃油,,internal_90d,0.88
金杯s70,金杯,金杯S70,,燃油车,,燃油,,internal_90d,0.88
金杯t3,金杯,金杯T3,,燃油车,,燃油,,internal_90d,0.88
金杯t5,金杯,金杯T5,,燃油车,,燃油,,internal_90d,0.88
金杯t52s,金杯,金杯T52S,,燃油车,,燃油,,internal_90d,0.88
金杯大海狮,金杯,金杯大海狮,,燃油车,,燃油,,internal_90d,0.88
金杯快运,金杯,金杯快运,,燃油车,,燃油,,internal_90d,0.88
金杯海狮,金杯,金杯海狮,,燃油车,,燃油,,internal_90d,0.88
金杯海狮王,金杯,金杯海狮王,,燃油车,,燃油,,internal_90d,0.88
金海狮,鑫源汽车,金海狮,,燃油车,,燃油,,internal_90d,0.88
金海狮m,鑫源汽车,金海狮M,,燃油车,,燃油,,internal_90d,0.88
金牛座,福特,金牛座,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
金牛星,长安凯程,金牛星,,燃油车,,燃油,,internal_90d,0.88
金琥ev48,金琥新能源,金琥EV48,,新能源,,新能源,,internal_90d,0.88
金鹰,吉利汽车,金鹰,,燃油车,,燃油,,internal_90d,0.88
金龙赛那,金龙,金龙赛那,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
鑫源e3,SRM鑫源,鑫源E3,,新能源,,新能源,,internal_90d,0.88
鑫源e3l,鑫源汽车,鑫源E3L,,新能源,,新能源,,internal_90d,0.88
鑫源t5lev,鑫源汽车,鑫源T5L EV,,新能源,,新能源,,internal_90d,0.88
鑫源x30l,SRM鑫源,鑫源X30L,,燃油车,,燃油,,internal_90d,0.88
钇为3,江淮钇为,钇为3,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
钛3,方程豹,钛3,,新能源,,新能源,,internal_90d,0.88
钛7,方程豹,钛7,,新能源,,新能源,,internal_90d,0.88
钛7phev,方程豹,钛7 PHEV,,新能源,,新能源,,internal_90d,0.88
钧天黑武士youth,钧天汽车,钧天黑武士Youth,,燃油车,,燃油,,internal_90d,0.88
钱多多,福田,钱多多,,新能源,,新能源,,internal_90d,0.88
铂智3x,丰田,铂智3X,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
铂智4x,丰田,铂智4X,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
铂智7,丰田,铂智7,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
铂锐,克莱斯勒,铂锐,,燃油车,,燃油,,internal_90d,0.88
铂驰nv系列,星驰,铂驰NV系列,,燃油车,,燃油,,internal_90d,0.88
铂驰t系列,星驰,铂驰T系列,,燃油车,,燃油,,internal_90d,0.88
铃拓,五十铃,铃拓,,燃油车,,燃油,,internal_90d,0.88
铃木北斗星x5,铃木,铃木北斗星X5,,燃油车,,燃油,,internal_90d,0.88
银河a7,吉利银河,银河A7,,新能源,,新能源,,internal_90d,0.88
银河a7em,吉利银河,银河A7 EM,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
银河a7ev,吉利银河,银河A7 EV,轿车,新能源,轿车,新能源,,dcd_ranking,0.96
银河a7phev,吉利银河,银河A7 PHEV,,新能源,,新能源,,internal_90d,0.88
银河e5,吉利银河,银河E5,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
银河e8,吉利银河,银河E8,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
银河l6,吉利银河,银河L6,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
银河l7,吉利银河,银河L7,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
银河m7,吉利银河,银河M7,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
银河m9,吉利银河,银河M9,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
银河v900,吉利银河,银河V900,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
银河星耀6,吉利银河,银河星耀6,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
银河星耀7,吉利银河,银河星耀7,轿车,新能源,轿车,新能源,,dcd_ranking,0.96
银河星耀8phev,吉利银河,银河星耀8 PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
银河星舰7emi,吉利银河,银河星舰7 EM-i,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
银河星舰7ev,吉利银河,银河星舰7 EV,SUV,新能源,SUV,新能源,,dcd_ranking,0.96
锋兰达,丰田,锋兰达,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
锋哲,道奇,锋哲,,燃油车,,燃油,,internal_90d,0.88
锋范,本田,锋范,,燃油车,,燃油,,internal_90d,0.88
锋范经典,本田,锋范经典,,燃油车,,燃油,,internal_90d,0.88
锋驭,铃木,锋驭,,燃油车,,燃油,,internal_90d,0.88
锐3,纳智捷,锐3,,燃油车,,燃油,,internal_90d,0.88
锐志,丰田,锐志,,燃油车,,燃油,,internal_90d,0.88
锐欧,起亚,锐欧,,燃油车,,燃油,,internal_90d,0.88
锐界,福特,锐界,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
锐界进口,福特,锐界(进口),,燃油车,,燃油,,internal_90d,0.88
锐程cc,长安,锐程CC,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
锐程plus,长安,锐程PLUS,,燃油车,,燃油,,internal_90d,0.88
锐胜王牌em7,北京汽车制造厂,锐胜王牌EM7,,新能源,,新能源,,internal_90d,0.88
锐胜王牌m7,北京汽车制造厂,锐胜王牌M7,,燃油车,,燃油,,internal_90d,0.88
锐腾,名爵,锐腾,,燃油车,,燃油,,internal_90d,0.88
锐行,名爵,锐行,,燃油车,,燃油,,internal_90d,0.88
锐际,福特,锐际,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
锐际phev,福特,锐际PHEV,,新能源,,新能源,,internal_90d,0.88
锐骐,东风,锐骐,其他,燃油车,皮卡,燃油,,heuristic_body+internal_90d,0.88
锐骐6,东风,锐骐6,其他,燃油车,皮卡,燃油,,heuristic_body+internal_90d,0.88
锐骐6ev,东风,锐骐6 EV,其他,新能源,皮卡,新能源,,heuristic_body+internal_90d,0.88
锐骐7,东风,锐骐7,其他,燃油车,皮卡,燃油,,heuristic_body+internal_90d,0.88
锐骐7ev,东风,锐骐7 EV,其他,新能源,皮卡,新能源,,heuristic_body+internal_90d,0.88
锐骐多功能车,东风,锐骐多功能车,其他,燃油车,皮卡,燃油,,heuristic_body+internal_90d,0.88
长城c20r,长城,长城C20R,,燃油车,,燃油,,internal_90d,0.88
长城c30,长城,长城C30,,燃油车,,燃油,,internal_90d,0.88
长城c30ev,长城,长城C30 EV,,新能源,,新能源,,internal_90d,0.88
长城c50,长城,长城C50,,燃油车,,燃油,,internal_90d,0.88
长城m1,长城,长城M1,,燃油车,,燃油,,internal_90d,0.88
长城m2,长城,长城M2,,燃油车,,燃油,,internal_90d,0.88
长城m4,长城,长城M4,,燃油车,,燃油,,internal_90d,0.88
长城v80,长城,长城V80,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
长城猛龙plus,哈弗,长城猛龙PLUS,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
长城精灵,长城,长城精灵,,燃油车,,燃油,,internal_90d,0.88
长安cs15,长安,长安CS15,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安cs15epro,长安,长安CS15 E-Pro,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
长安cs15ev,长安,长安CS15 EV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
长安cs35,长安,长安CS35,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安cs35plus,长安,长安CS35 PLUS,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
长安cs55,长安,长安CS55,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安cs55plus,长安,长安CS55 PLUS,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
长安cs55plusphev,长安,长安CS55 PLUS PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
长安cs75,长安,长安CS75,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
长安cs75phev,长安,长安CS75 PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
长安cs75plus,长安,长安CS75 PLUS,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
长安cs75plus智电idd,长安,长安CS75 PLUS 智电iDD,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
长安cs85coupe,长安,长安CS85 COUPE,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安cs95,长安,长安CS95,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安cx20,长安,长安CX20,,燃油车,,燃油,,internal_90d,0.88
长安f70,长安,长安F70,,,,,,unknown,0.0
长安lumin,长安启源,长安Lumin,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
长安unik,长安,长安UNI-K,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
长安unikidd,长安,长安UNI-K iDD,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
长安unik智电idd,长安,长安UNI-K 智电iDD,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
长安unit,长安,长安UNI-T,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
长安univ,长安,长安UNI-V,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
长安univ智电idd,长安,长安UNI-V 智电iDD,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
长安uniz,长安,长安UNI-Z,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
长安unizphev,长安,长安UNI-Z PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
长安v3,长安跨越,长安V3,,燃油车,,燃油,,internal_90d,0.88
长安v5,长安跨越,长安V5,,燃油车,,燃油,,internal_90d,0.88
长安x5plus,长安,长安X5 PLUS,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
长安x7plus,长安,长安X7 PLUS,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
长安之星,长安凯程,长安之星,,燃油车,微面,燃油,,internal_90d,0.88
长安之星2,长安凯程,长安之星2,,燃油车,微面,燃油,,internal_90d,0.88
长安之星3,长安凯程,长安之星3,,燃油车,微面,燃油,,internal_90d,0.88
长安之星5,长安凯程,长安之星5,,燃油车,微面,燃油,,internal_90d,0.88
长安之星7,长安凯程,长安之星7,,燃油车,微面,燃油,,internal_90d,0.88
长安之星9,长安凯程,长安之星9,,燃油车,微面,燃油,,internal_90d,0.88
长安之星9ev,长安凯程,长安之星9 EV,,新能源,微面,新能源,,internal_90d,0.88
长安之星s460,长安凯程,长安之星S460,,燃油车,微面,燃油,,internal_90d,0.88
长安凯程f300,长安凯程,长安凯程F300,,燃油车,,燃油,,internal_90d,0.88
长安凯程f70,长安凯程,长安凯程F70,,燃油车,,燃油,,internal_90d,0.88
长安凯程v919,长安凯程,长安凯程V919,,新能源,,新能源,,internal_90d,0.88
长安启源a05,长安启源,长安启源A05,,新能源,,新能源,,internal_90d,0.88
长安启源a05经典,长安启源,长安启源A05经典,,新能源,,新能源,,internal_90d,0.88
长安启源a06,长安启源,长安启源A06,,新能源,,新能源,,internal_90d,0.88
长安启源a06经典,长安启源,长安启源A06经典,,新能源,,新能源,,internal_90d,0.88
长安启源a07,长安启源,长安启源A07,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
长安启源e07,长安启源,长安启源E07,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
长安启源q05,长安启源,长安启源Q05,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
长安启源q05经典,长安启源,长安启源Q05经典,,新能源,,新能源,,internal_90d,0.88
长安启源q07,长安启源,长安启源Q07,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
长安星光,长安凯程,长安星光,,燃油车,,燃油,,internal_90d,0.88
长安星光4500,长安凯程,长安星光4500,,燃油车,,燃油,,internal_90d,0.88
长安星卡,长安凯程,长安星卡,,燃油车,微卡,燃油,,internal_90d,0.88
长安星卡c系,长安凯程,长安星卡C系,,燃油车,微卡,燃油,,internal_90d,0.88
长安星卡ev,长安凯程,长安星卡EV,,新能源,微卡,新能源,,internal_90d,0.88
长安星卡plus,长安凯程,长安星卡PLUS,,燃油车,微卡,燃油,,internal_90d,0.88
长安星卡载货车,长安,长安星卡载货车,其他,燃油车,微卡,燃油,,heuristic_body+internal_90d,0.88
长安欧尚a600,长安凯程,长安欧尚A600,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚a600ev,长安凯程,长安欧尚A600 EV,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
长安欧尚a800,长安欧尚,长安欧尚A800,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚cx70,长安欧尚,长安欧尚CX70,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚x5,长安欧尚,长安欧尚X5,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚x5plus,长安欧尚,长安欧尚X5 PLUS,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚x7,长安欧尚,长安欧尚X7,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚x70a,长安欧尚,长安欧尚X70A,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚x7ev,长安欧尚,长安欧尚X7 EV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
长安欧尚x7plus,长安欧尚,长安欧尚X7 PLUS,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚z6,长安欧尚,长安欧尚Z6,,燃油车,,燃油,,internal_90d,0.88
长安欧尚z6idd新能源,长安欧尚,长安欧尚Z6 iDD新能源,,新能源,,新能源,,internal_90d,0.88
长安欧尚科尚,长安欧尚,长安欧尚科尚,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚科尚ev,长安欧尚,长安欧尚科尚EV,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
长安欧尚科赛,长安欧尚,长安欧尚科赛,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚科赛3,长安欧尚,长安欧尚科赛3,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚科赛5,长安欧尚,长安欧尚科赛5,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚科赛pro,长安欧尚,长安欧尚科赛Pro,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
长安欧尚长行,长安凯程,长安欧尚长行,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
长安深蓝sl03,长安深蓝,长安深蓝SL03,,新能源,,新能源,,internal_90d,0.88
长安猎手k50,长安启源,长安猎手K50,,,,,,unknown,0.0
长安神骐plus,长安凯程,长安神骐PLUS,,燃油车,,燃油,,internal_90d,0.88
长江7号,骐蔚汽车,长江7号,,新能源,,新能源,,internal_90d,0.88
闪闪x2,红星汽车,闪闪X2,,新能源,,新能源,,internal_90d,0.88
问界m5,AITO,问界M5,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
问界m6,AITO,问界M6,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
问界m7,AITO,问界M7,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
问界m8,AITO,问界M8,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
问界m9,AITO,问界M9,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
阁瑞斯,金杯,阁瑞斯,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
阅朗,别克,阅朗,,燃油车,,燃油,,internal_90d,0.88
阳光,日产,阳光,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
阿图柯airtrek,三菱,阿图柯AIRTREK,,新能源,,新能源,,internal_90d,0.88
阿斯顿马丁db11,阿斯顿·马丁,阿斯顿·马丁DB11,,燃油车,,燃油,,internal_90d,0.88
阿斯顿马丁db6,阿斯顿·马丁,阿斯顿·马丁DB6,,燃油车,,燃油,,internal_90d,0.88
阿斯顿马丁db9,阿斯顿·马丁,阿斯顿·马丁DB9,,燃油车,,燃油,,internal_90d,0.88
阿斯顿马丁dbx,阿斯顿·马丁,阿斯顿·马丁DBX,,燃油车,,燃油,,internal_90d,0.88
阿特兹,马自达,阿特兹,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
阿维塔06,阿维塔,阿维塔 06,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
阿维塔06t,阿维塔,阿维塔 06T,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
阿维塔07,阿维塔,阿维塔 07,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
阿维塔11,阿维塔,阿维塔 11,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
阿维塔12,阿维塔,阿维塔 12,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
阿维塔visionxpectra概念车,阿维塔,阿维塔VISION XPECTRA概念车,,燃油车,,燃油,,internal_90d,0.88
陆霸,北京汽车制造厂,陆霸,,燃油车,,燃油,,internal_90d,0.88
陆风x2,陆风,陆风X2,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
陆风x5,陆风,陆风X5,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
陆风x6,陆风,陆风X6,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
陆风x7,陆风,陆风X7,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
陆风x8,陆风,陆风X8,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
陆风x9,陆风,陆风X9,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
陆风荣曜,陆风,陆风荣曜,,燃油车,,燃油,,internal_90d,0.88
陆风逍遥,陆风,陆风逍遥,,燃油车,,燃油,,internal_90d,0.88
雄师f16,福迪,雄师F16,,燃油车,,燃油,,internal_90d,0.88
雄师f22,福迪,雄师F22,,燃油车,,燃油,,internal_90d,0.88
雅力士,丰田,雅力士,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
雅尊,现代,雅尊,,燃油车,,燃油,,internal_90d,0.88
雅特,欧宝,雅特,,燃油车,,燃油,,internal_90d,0.88
雅科仕,现代,雅科仕,,燃油车,,燃油,,internal_90d,0.88
雅绅特,现代,雅绅特,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
雅阁,本田,雅阁,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
雅阁phev,本田,雅阁 PHEV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
雅阁进口,本田,雅阁(进口),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
雅阁齐孟龙,超境汽车,雅阁（齐孟龙）,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
雨燕,铃木,雨燕,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
雪佛兰畅巡,雪佛兰,雪佛兰畅巡,,新能源,,新能源,,internal_90d,0.88
雪铁龙c2,雪铁龙,雪铁龙C2,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
雪铁龙c3l,雪铁龙,雪铁龙C3L,,燃油车,,燃油,,internal_90d,0.88
